"nuSSU","nuLSU","AbdA","Wg","LR","COI","EF1aF1","EF1aF2","ArgK","CAD","Top1","Ubx","Taxon","Genus","Tribe","Subfamily","Family","NCBI.ID","NCBITaxon","Order","Genus_Richness","SampledProp","Diet","Nesting","Foraging","DietMod","NestingMod","ForagingMod","DietModslashboth","DietModslashlower","DietModslashupper","DietModalllower","DietModallupper","DietModanyplant","DietModonlyplant","ForagingModalllower","ForagingModallupper","ForagingModanycanopy","NestingModalllower","NestingModallupper","NestingModanycanopy","DietModonlypred","DietModanypred","DietModonlyomni","DietModanyomni","ForagingModanyground","NestingModanyground"
"KJ860102","KJ859914","KJ861190","KJ861802","KJ861375","NA","KJ860531","KJ859727","KJ860971","KJ860731","KJ861573","KJ860302","Diaphoromyrma_sofiae","Diaphoromyrma","Attini","Myrmicinae","Formicidae","1539538","Diaphoromyrma_sofiae","Hymenoptera","Diaphoromyrma",1,"?","0","0","?","0","0","?","?","?","?","?","?","?","0","0","0","0","0","0","?","?","?","?","1","1"
"KJ860107","KJ859919","KJ861195","KJ861807","KJ861380","NA","KJ860536","KJ859732","KJ860976","KJ860736","KJ861578","KJ860307","Epopostruma_monstrosa","Epopostruma","Attini","Myrmicinae","Formicidae","609674","Epopostruma_monstrosa","Hymenoptera","Epopostruma",0.05,"1/2","0","0","1/2","0","0","1&2","1","2","1","2","1","0","0","0","0","0","0","0","0","1","0","1","1","1"
"KJ860108","KJ859920","KJ861196","KJ861808","KJ861381","NA","KJ860537","KJ859733","KJ860977","KJ860737","KJ861579","KJ860308","Eurhopalothrix_australis","Eurhopalothrix","Attini","Myrmicinae","Formicidae","609687","Eurhopalothrix_australis","Hymenoptera","Eurhopalothrix",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"EF012864","EF012992","EF013120","EF013700","EF013572","NA","EF013260","EF013422","NA","NA","NA","NA","Eurhopalothrix_bolaui","Eurhopalothrix","Attini","Myrmicinae","Formicidae","411749","Eurhopalothrix_bolaui","Hymenoptera","Eurhopalothrix",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","NA","NA","NA","NA","NA","KJ860978","KJ860738","KJ861580","KJ860309","Eurhopalothrix_gravis","Eurhopalothrix","Attini","Myrmicinae","Formicidae","609701","Eurhopalothrix_gravis","Hymenoptera","Eurhopalothrix",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"KJ860115","KJ859927","KJ861203","KJ861815","KJ861388","NA","KJ860544","KJ859740","KJ860986","NA","KJ861588","KJ860317","Kalathomyrmex_emeryi","Kalathomyrmex","Attini","Myrmicinae","Formicidae","NA","NA","Hymenoptera","Kalathomyrmex",1,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1"
"KJ860118","KJ859930","KJ861206","KJ861818","KJ861391","NA","KJ860547","KJ859743","KJ860989","KJ860749","KJ861591","KJ860320","Lachnomyrmex_scrobiculatus","Lachnomyrmex","Attini","Myrmicinae","Formicidae","610662","Lachnomyrmex_scrobiculatus","Hymenoptera","Lachnomyrmex",0.06,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"KJ860119","KJ859931","KJ861207","KJ861819","KJ861392","NA","KJ860548","KJ859744","KJ860990","KJ860750","KJ861592","KJ860321","Lenomyrmex_colwelli","Lenomyrmex","Attini","Myrmicinae","Formicidae","610674","Lenomyrmex_colwelli","Hymenoptera","Lenomyrmex",0.17,"?","0&1","0&1","?","0&1","0&1","?","?","?","?","?","?","?","0","1","1","0","1","1","?","?","?","?","1","1"
"KJ860131","KJ859943","KJ861218","KJ861831","KJ861403","NA","KJ860560","KJ859755","KJ861002","NA","KJ861607","KJ860336","Mesostruma_browni","Mesostruma","Attini","Myrmicinae","Formicidae","611960","Mesostruma_browni","Hymenoptera","Mesostruma",0.11,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"EF012885","EF013013","EF013141","EF013721","EF013593","NA","EF013288","EF013450","KJ861008","KJ860771","KJ861613","KJ860342","Microdaceton_tibialis","Microdaceton","Attini","Myrmicinae","Formicidae","411709","Microdaceton_tibialis","Hymenoptera","Microdaceton",0.25,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","EU204218","NA","NA","NA","NA","NA","NA","NA","NA","Mycetagroicus_triangularis","Mycetagroicus","Attini","Myrmicinae","Formicidae","493249","Mycetagroicus_triangularis","Hymenoptera","Atta_sl",0.25,"0","0","0","0","0&1","0&1","0","0","0","0","0","1","1","0","1","1","0","1","1","0","0","0","0","1","1"
"KJ860150","KJ859962","KJ861237","KJ861850","KJ861422","NA","KJ860579","KJ859774","KJ861026","KJ860789","KJ861631","KJ860360","Mycetarotes_acutus","Mycetarotes","Attini","Myrmicinae","Formicidae","493213","Mycetarotes_acutus","Hymenoptera","Mycetarotes",0.25,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1"
"NA","NA","NA","EU204166","KC964620","NA","NA","NA","NA","NA","NA","NA","Mycetophylax_conformis","Mycetophylax","Attini","Myrmicinae","Formicidae","34707","Mycetophylax_conformis","Hymenoptera","Mycetophylax",1,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1"
"NA","NA","NA","KC964648","KC964626","NA","NA","NA","NA","NA","NA","NA","Mycetophylax_morschi","Mycetophylax","Attini","Myrmicinae","Formicidae","NA","NA","Hymenoptera","Mycetophylax",1,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1"
"NA","NA","NA","KP939228","KC964632","KJ842326","NA","NA","NA","NA","NA","NA","Mycetophylax_simplex","Mycetophylax","Attini","Myrmicinae","Formicidae","341688","Mycetophylax_simplex","Hymenoptera","Mycetophylax",1,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1"
"KJ860151","KJ859963","KJ861238","KJ861851","KJ861423","NA","KJ860580","KJ859775","KJ861027","KJ860790","KJ861632","KJ860361","Mycetosoritis_hartmanni","Mycetosoritis","Attini","Myrmicinae","Formicidae","34710","Mycetosoritis_hartmanni","Hymenoptera","Mycetosoritis",0.2,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1"
"KJ860152","KJ859964","KJ861239","NA","KJ861424","NA","KJ860581","KJ859776","KJ861028","KJ860791","KJ861633","KJ860362","Mycocepurus_goeldii","Mycocepurus","Attini","Myrmicinae","Formicidae","64788","Mycocepurus_goeldii","Hymenoptera","Mycocepurus",0.17,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1"
"NA","NA","NA","EU204191","NA","AY398287","NA","NA","NA","NA","NA","NA","Myrmicocrypta_buenzlii","Myrmicocrypta","Attini","Myrmicinae","Formicidae","34714","Myrmicocrypta_buenzlii","Hymenoptera","Myrmicocrypta",0.15,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1"
"NA","NA","NA","EU204220","NA","NA","NA","NA","NA","NA","NA","NA","Myrmicocrypta_ednaella","Myrmicocrypta","Attini","Myrmicinae","Formicidae","202276","Myrmicocrypta_ednaella","Hymenoptera","Myrmicocrypta",0.15,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1"
"NA","NA","NA","NA","NA","AY398285","NA","NA","NA","NA","NA","NA","Myrmicocrypta_infuscata","Myrmicocrypta","Attini","Myrmicinae","Formicidae","257666","Myrmicocrypta_infuscata","Hymenoptera","Myrmicocrypta",0.15,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1"
"NA","NA","NA","EU204151","NA","NA","NA","NA","NA","NA","NA","NA","Myrmicocrypta_urichi","Myrmicocrypta","Attini","Myrmicinae","Formicidae","493221","Myrmicocrypta_urichi","Hymenoptera","Myrmicocrypta",0.15,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1"
"KJ860165","KJ859977","KJ861252","KJ861865","KJ861437","NA","KJ860594","KJ859789","KJ861045","NA","KJ861652","KJ860381","Ochetomyrmex_neopolitus","Ochetomyrmex","Attini","Myrmicinae","Formicidae","613379","Ochetomyrmex_neopolitus","Hymenoptera","Ochetomyrmex",1,"0/1","0","0&1","0/1","0","0&1","0&1","0","1","0","1","1","0","0","1","1","0","0","0","0","1","0","1","1","1"
"KJ860166","KJ859978","KJ861253","KJ861866","KJ861438","NA","KJ860595","KJ859790","KJ861046","KJ860811","KJ861653","KJ860382","Ochetomyrmex_semipolitus","Ochetomyrmex","Attini","Myrmicinae","Formicidae","613380","Ochetomyrmex_semipolitus","Hymenoptera","Ochetomyrmex",1,"0/1","0","0&1","0/1","0","0&1","0&1","0","1","0","1","1","0","0","1","1","0","0","0","0","1","0","1","1","1"
"NA","NA","NA","NA","NA","KF371513","NA","NA","NA","NA","NA","NA","Octostruma_iheringi","Octostruma","Attini","Myrmicinae","Formicidae","613385","Octostruma_iheringi","Hymenoptera","Octostruma",0.06,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","NA","NA","KF371517","NA","NA","NA","NA","NA","NA","Octostruma_wheeleri","Octostruma","Attini","Myrmicinae","Formicidae","613393","Octostruma_wheeleri","Hymenoptera","Octostruma",0.06,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"EF012903","EF013031","EF013159","EF013739","EF013611","NA","EF013312","EF013474","KJ861049","KJ860814","KJ861656","KJ860385","Orectognathus_versicolor","Orectognathus","Attini","Myrmicinae","Formicidae","411715","Orectognathus_versicolor","Hymenoptera","Orectognathus",0.03,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"KJ860173","KJ859985","KJ861260","KJ861873","KJ861445","NA","KJ860602","KJ859797","KJ861054","NA","KJ861661","KJ860390","Phalacromyrmex_fugax","Phalacromyrmex","Attini","Myrmicinae","Formicidae","614675","Phalacromyrmex_fugax","Hymenoptera","Phalacromyrmex",1,"?","0","?","?","0","?","?","?","?","?","?","?","?","?","?","?","0","0","0","?","?","?","?","?","1"
"NA","NA","NA","NA","NA","LC020538","NA","NA","NA","NA","NA","NA","Pheidole_acantha","Pheidole","Attini","Myrmicinae","Formicidae","614686","Pheidole_acantha","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","KJ141270","NA","Pheidole_allarmata","Pheidole","Attini","Myrmicinae","Formicidae","458892","Pheidole_allarmata","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","KJ141266","NA","Pheidole_amazonica","Pheidole","Attini","Myrmicinae","Formicidae","458893","Pheidole_amazonica","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","KC419956","NA","NA","NA","NA","NA","NA","Pheidole_anastasii","Pheidole","Attini","Myrmicinae","Formicidae","458895","Pheidole_anastasii","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","KC419866","NA","NA","NA","NA","NA","NA","Pheidole_angusticeps","Pheidole","Attini","Myrmicinae","Formicidae","614726","Pheidole_angusticeps","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM579266","KM597321","NA","NA","NA","NA","NA","NA","NA","Pheidole_annemariae","Pheidole","Attini","Myrmicinae","Formicidae","614728","Pheidole_annemariae","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"KJ860069","KJ859881","KJ861158","KJ861769","KJ861344","NA","KJ860498","KJ859695","KJ860929","KJ860688","KJ861530","KJ860259","Pheidole_antipodum","Pheidole","Attini","Myrmicinae","Formicidae","603032","Anisopheidole_antipodum","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM579267","KM597322","KF200425","NA","NA","NA","NA","NA","NA","Pheidole_bessonii","Pheidole","Attini","Myrmicinae","Formicidae","614784","Pheidole_bessonii","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","KJ141211","NA","Pheidole_bicarinata","Pheidole","Attini","Myrmicinae","Formicidae","458899","Pheidole_bicarinata","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","KC419782","NA","NA","NA","NA","NA","NA","Pheidole_bilimeki","Pheidole","Attini","Myrmicinae","Formicidae","458901","Pheidole_bilimeki","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","KC419136","NA","NA","NA","NA","NA","NA","Pheidole_boruca","Pheidole","Attini","Myrmicinae","Formicidae","458904","Pheidole_boruca","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","KC419691","NA","NA","NA","NA","NA","NA","Pheidole_browni","Pheidole","Attini","Myrmicinae","Formicidae","458905","Pheidole_browni","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"EF012907","EF013035","EF013163","EF013743","EF013615","NA","EF013317","EF013479","KJ861055","KJ860820","KJ861662","KJ860391","Pheidole_clydei","Pheidole","Attini","Myrmicinae","Formicidae","411773","Pheidole_clydei","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","NA","NA","NA","NA","KJ141364","KJ141236","NA","Pheidole_cryptocera","Pheidole","Attini","Myrmicinae","Formicidae","614892","Pheidole_cryptocera","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","KM224726","NA","NA","NA","NA","NA","NA","Pheidole_dasypyx","Pheidole","Attini","Myrmicinae","Formicidae","614903","Pheidole_dasypyx","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","KJ141257","NA","Pheidole_dea","Pheidole","Attini","Myrmicinae","Formicidae","614905","Pheidole_dea","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","JN205087","FJ943566","NA","NA","NA","NA","NA","NA","Pheidole_dentata","Pheidole","Attini","Myrmicinae","Formicidae","458923","Pheidole_dentata","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"KJ860124","KJ859936","KJ861211","KJ861824","KJ861396","NA","KJ860553","KJ859748","KJ860995","KJ860756","KJ861598","KJ860327","Pheidole_dispar","Pheidole","Attini","Myrmicinae","Formicidae","611803","Machomyrma_dispar","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","KJ141247","NA","Pheidole_dugasi","Pheidole","Attini","Myrmicinae","Formicidae","458928","Pheidole_dugasi","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","KC417578","NA","NA","NA","NA","NA","NA","Pheidole_exarata","Pheidole","Attini","Myrmicinae","Formicidae","614952","Pheidole_exarata","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","KC420038","NA","NA","NA","NA","NA","NA","Pheidole_fallax","Pheidole","Attini","Myrmicinae","Formicidae","614962","Pheidole_fallax","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","KJ141217","NA","Pheidole_fervens","Pheidole","Attini","Myrmicinae","Formicidae","614969","Pheidole_fervens","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"KJ860174","KJ859986","KJ861261","KJ861874","KJ861446","KC419937","KJ860603","KJ859798","KJ861056","KJ860821","KJ861663","KJ860392","Pheidole_fimbriata","Pheidole","Attini","Myrmicinae","Formicidae","458930","Pheidole_fimbriata","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","KJ141265","NA","Pheidole_fissiceps","Pheidole","Attini","Myrmicinae","Formicidae","458932","Pheidole_fissiceps","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","KM224728","NA","NA","NA","NA","NA","NA","Pheidole_glomericeps","Pheidole","Attini","Myrmicinae","Formicidae","615008","Pheidole_glomericeps","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM579271","KM597326","KF201048","NA","NA","NA","NA","KJ141253","NA","Pheidole_grallatrix","Pheidole","Attini","Myrmicinae","Formicidae","615017","Pheidole_grallatrix","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","KC418576","NA","NA","NA","NA","NA","NA","Pheidole_havilandi","Pheidole","Attini","Myrmicinae","Formicidae","615035","Pheidole_havilandi","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"EF012908","EF013036","EF013164","EF013744","EF013616","NA","EF013318","EF013480","KJ861057","KJ860822","KJ861664","KJ860393","Pheidole_hyatti","Pheidole","Attini","Myrmicinae","Formicidae","411774","Pheidole_hyatti","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","KC419677","NA","NA","NA","NA","NA","NA","Pheidole_indagatrix","Pheidole","Attini","Myrmicinae","Formicidae","458941","Pheidole_indagatrix","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM579295","KM597350","NA","NA","NA","NA","NA","NA","NA","Pheidole_indica","Pheidole","Attini","Myrmicinae","Formicidae","615566","Pheidole_teneriffana","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","KJ141252","NA","Pheidole_jacobsoni","Pheidole","Attini","Myrmicinae","Formicidae","1581007","Pheidole_orophila","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","GU709815","NA","NA","NA","NA","NA","NA","Pheidole_jonas","Pheidole","Attini","Myrmicinae","Formicidae","615091","Pheidole_jonas","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","KJ141242","NA","Pheidole_knowlesi","Pheidole","Attini","Myrmicinae","Formicidae","615100","Pheidole_knowlesi","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","KC419376","NA","NA","NA","NA","NA","NA","Pheidole_laselva","Pheidole","Attini","Myrmicinae","Formicidae","458947","Pheidole_laselva","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","JF825037","NA","NA","NA","NA","NA","NA","Pheidole_laticornis","Pheidole","Attini","Myrmicinae","Formicidae","458948","Pheidole_laticornis","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","LC020541","NA","NA","NA","NA","NA","NA","Pheidole_lokitae","Pheidole","Attini","Myrmicinae","Formicidae","615139","Pheidole_lokitae","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"KJ860175","KJ859987","KJ861262","KM579272","KM597327","NA","KJ860604","KJ859799","KJ861058","KJ860823","KJ861665","KJ860394","Pheidole_longispinosa","Pheidole","Attini","Myrmicinae","Formicidae","615152","Pheidole_longispinosa","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM579273","KM597328","NA","NA","NA","NA","NA","NA","NA","Pheidole_lucida","Pheidole","Attini","Myrmicinae","Formicidae","615157","Pheidole_lucida","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"KJ860176","KJ859988","KJ861263","KJ861876","KJ861448","NA","KJ860605","KJ859800","KJ861059","KJ860824","KJ861666","KJ860395","Pheidole_lucioccipitalis","Pheidole","Attini","Myrmicinae","Formicidae","615158","Pheidole_lucioccipitalis","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","JF825036","NA","NA","NA","NA","NA","NA","Pheidole_lucretii","Pheidole","Attini","Myrmicinae","Formicidae","615159","Pheidole_lucretii","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM579275","KM597330","EF610052","NA","NA","NA","NA","KJ141235","NA","Pheidole_megacephala","Pheidole","Attini","Myrmicinae","Formicidae","300850","Pheidole_megacephala","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","KJ141218","NA","Pheidole_melanogaster","Pheidole","Attini","Myrmicinae","Formicidae","615200","Pheidole_melanogaster","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","KJ141230","NA","Pheidole_mendanai","Pheidole","Attini","Myrmicinae","Formicidae","615202","Pheidole_mendanai","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","KM224729","NA","NA","NA","NA","NA","NA","Pheidole_mendicula","Pheidole","Attini","Myrmicinae","Formicidae","615203","Pheidole_mendicula","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","KJ141263","NA","Pheidole_militicida","Pheidole","Attini","Myrmicinae","Formicidae","458954","Pheidole_militicida","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","JN205078","NA","NA","NA","NA","NA","NA","NA","Pheidole_moerens","Pheidole","Attini","Myrmicinae","Formicidae","458956","Pheidole_moerens","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","KF371397","NA","NA","NA","NA","NA","NA","Pheidole_monteverdensis","Pheidole","Attini","Myrmicinae","Formicidae","615234","Pheidole_monteverdensis","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","AY101369","JN205086","NA","NA","NA","NA","NA","NA","NA","Pheidole_morrisii","Pheidole","Attini","Myrmicinae","Formicidae","195110","Pheidole_morrisi","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM579292","KM597347","KF201047","NA","NA","NA","NA","NA","NA","Pheidole_nemoralis","Pheidole","Attini","Myrmicinae","Formicidae","615251","Pheidole_nemoralis","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","KJ141261","NA","Pheidole_nigeriensis","Pheidole","Attini","Myrmicinae","Formicidae","615259","Pheidole_nigeriensis","Hymenoptera","Pheidole",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
